name,mass,distance
Kepler-583 b,5.82,867.271
Kepler-584 b,16.5,1848.84
Kepler-585 b,8.4,585.187
Kepler-586 b,8.2,693.766
Kepler-587 b,5.6,787.894
Kepler-588 b,7.41,1209.4
Kepler-589 b,5.77,612.803
Kepler-589 c,1.45,612.803
Kepler-59 b,1.37,1163.22
Kepler-59 c,4.58,1163.22
Kepler-590 b,15.2,1421.81
Kepler-591 b,11.4,785.137
Kepler-592 b,6.3,1153.13
Kepler-593 b,8.6,973.76
Kepler-594 b,5.39,769.2
Kepler-595 b,17.4,643.009
Kepler-595 c,3.3,643.009
Kepler-596 b,11.8,1023.85
Kepler-597 b,6.21,663.418
Kepler-598 b,2.86,681.086
Kepler-598 c,9.4,681.086
Kepler-599 b,8.45,558.517
Kepler-6 b,212.31044,587.039
Kepler-60 b,4.19,1025.1
Kepler-60 c,3.85,1025.1
Kepler-60 d,4.16,1025.1
Kepler-600 b,8.75,619.723
Kepler-601 b,4.27,414.825
Kepler-602 b,5.02,1159.31
Kepler-603 b,7.51,1539.63
Kepler-603 c,34.5,1539.63
Kepler-603 d,2.3,1539.63
Kepler-604 b,7.22,1026.49
Kepler-605 b,2.67,556.58
Kepler-605 c,0.566,556.58
Kepler-606 b,11,1215.11
Kepler-607 b,0.59,519.122
Kepler-607 c,8.05,519.122
Kepler-608 b,12.9,946.683
Kepler-609 b,11.2,1065.82
Kepler-61 b,5.27,335.079
Kepler-610 b,16.3,845.824
Kepler-610 c,10.9,845.824
Kepler-611 b,3.36,1395.56
Kepler-612 b,8.45,1445.53
Kepler-613 b,5.86,861.494
Kepler-614 b,6.3,527.995
Kepler-615 b,3.68,330
Kepler-616 b,6.48,945.775
Kepler-616 c,11.5,945.775
Kepler-616 d,7.52,945.775
Kepler-617 b,2.3,173.354
Kepler-618 b,7.27,1221.96
Kepler-619 b,10.1,900.678
Kepler-619 c,3.5,900.678
Kepler-62 b,9,300.874
Kepler-62 c,4,300.874
Kepler-62 d,14,300.874
Kepler-62 e,36,300.874
Kepler-62 f,35,300.874
Kepler-620 b,11,1355.28
Kepler-621 b,5.9,389
Kepler-622 b,5.18,284.761
Kepler-623 b,9.32,737.702
Kepler-624 b,5.95,748.188
Kepler-625 b,4.62,760.708
Kepler-625 c,1.16,760.708
Kepler-626 b,5.86,635.643
Kepler-627 b,13.4,984.307
Kepler-628 b,53.2,897.901
Kepler-629 b,2.48,372.05
Kepler-63 b,120,194.033
Kepler-630 b,10.2,839.784
Kepler-631 b,8.75,761.966
Kepler-632 b,5.52,349
Kepler-633 b,3.29,680.54
Kepler-633 c,5.89,680.54
Kepler-634 b,4.23,888.027
Kepler-635 b,7.46,1141.08
Kepler-636 b,18.1,310.301
Kepler-637 b,20.2,786.091
Kepler-638 b,4.01,991.214
Kepler-639 b,6.26,850.242
Kepler-640 b,7.08,557.787
Kepler-641 b,4.08,969.918
Kepler-642 b,8.75,781.582
Kepler-643 b,321.0083,1063.58
Kepler-644 b,10.1,1318.05
Kepler-645 b,5.06,1173.57
Kepler-646 b,4.62,451.794
Kepler-647 b,1.71,1087.87
Kepler-647 c,15.1,1087.87
Kepler-648 b,10.5,636.03
Kepler-649 b,5.73,513.748
Kepler-65 b,2.4,303.728
Kepler-65 c,5.4,303.728
Kepler-65 d,4.14,303.728
Kepler-65 e,260,303.728
Kepler-650 b,9.06,884.378
Kepler-651 b,6.21,509.408
Kepler-652 b,6.76,394.55
Kepler-653 b,4.46,595.634
Kepler-653 c,0.399,595.634
Kepler-654 b,4.94,974.124
Kepler-655 b,7.8,752.562
Kepler-656 b,9.91,890.352
Kepler-657 b,12.2,1691.88
Kepler-658 b,3.29,388.384
Kepler-659 b,6.8,722.64
Kepler-66 b,8.25,1202.96
Kepler-660 b,7.13,568.431
Kepler-661 b,9.64,534.788
Kepler-662 b,5.39,815.637
Kepler-663 b,7.27,1063.09
Kepler-664 b,7.56,1210.12
Kepler-665 b,7.27,612.838
Kepler-666 b,6.35,1508.71
Kepler-667 b,20.1,2302.45
Kepler-668 b,7.75,784.618
Kepler-669 b,20.8,2063.41
Kepler-67 b,8.96,1131.19
Kepler-671 b,7.7,1168.26
Kepler-672 b,6.8,1033.93
Kepler-673 b,34.8,918.21
Kepler-674 b,3.5,342.254
Kepler-675 b,6.53,665.68
Kepler-676 b,9.48,295.196
Kepler-677 b,25,1954.08
Kepler-678 b,23.1,1826.15
Kepler-679 b,9.32,922.244
Kepler-68 b,7.65,144.166
Kepler-68 c,2.04,144.166
Kepler-68 d,267,144.166
Kepler-680 b,6.44,1492.48
Kepler-681 b,9.69,686.923
Kepler-682 b,42.6,1979.25
Kepler-683 b,4.54,1023.07
Kepler-684 b,11.2,1731.27
Kepler-685 b,78.8,938.715
Kepler-687 b,12.2,633.66
Kepler-688 b,68.7,1357.75
Kepler-689 b,8.7,1131.73
Kepler-69 b,5.65,730.625
Kepler-69 c,3.57,730.625
Kepler-690 b,29.6,1665.31
Kepler-691 b,5.02,279.115
Kepler-692 b,9.85,991.336
Kepler-693 b,73.8,1151.51
Kepler-694 b,8.25,1023.06
Kepler-695 b,62.3,842.947
Kepler-696 b,31.3,1416.44
Kepler-697 b,16,1277.33
Kepler-698 b,13.1,1995.57
Kepler-7 b,140.16303,922.562
Kepler-700 b,30,1491.76
Kepler-701 b,8.45,774.152
Kepler-702 b,61.8,992.071
Kepler-703 b,51.1,1156.83
Kepler-704 b,7.32,1228.83
Kepler-705 b,5.1,276.881
Kepler-707 b,2.33,591.776
Kepler-708 b,8.91,1394.22
Kepler-709 b,8.85,664.843
Kepler-710 b,4.19,1448.34
Kepler-711 b,11.5,624.575
Kepler-712 b,11.5,872.493
Kepler-712 c,21,872.493
Kepler-713 b,6.71,1089.87
Kepler-714 b,67.6,2083.37
Kepler-715 b,13.5,1327.44
Kepler-716 b,8.75,635.009
Kepler-716 c,2.52,635.009
Kepler-717 b,6.44,2805.48
Kepler-718 b,41600,1302.33
Kepler-719 b,54.5,2497.51
Kepler-720 b,53.4,1065.37
Kepler-721 b,7.46,926.598
Kepler-722 b,7.41,1239.5
Kepler-722 c,8.35,1239.5
Kepler-724 b,10.8,853.119
Kepler-725 b,79.4,758.469
Kepler-726 b,10.7,762.081
Kepler-727 b,6.94,831.842
Kepler-728 b,11.1,1765.23
Kepler-729 b,12.5,1921.15
Kepler-730 c,3.09,1935.04
Kepler-732 b,5.39,174.826
Kepler-732 c,2.15,174.826
Kepler-733 b,8.35,916.706
Kepler-734 b,12.4,1157.21
Kepler-735 b,9.01,695.059
Kepler-736 b,8.91,1005.43
Kepler-737 b,4.5,205.118
Kepler-738 b,6.8,1113.65
Kepler-739 b,11,1370.65
Kepler-74 b,200.22,1177.55
Kepler-740 b,18.9,1442.02
Kepler-741 b,9.11,1661.87
Kepler-742 b,10.6,489.253
Kepler-743 b,1.92,278.987
Kepler-744 b,3.26,449.964
Kepler-745 b,5.31,1780.38
Kepler-746 b,1.41,450
Kepler-747 b,24.1,3347.16
Kepler-748 b,6.9,1705.99
Kepler-749 b,9.8,721.027
Kepler-75 b,3209.9,835.356
Kepler-750 b,9.64,1296.02
Kepler-750 c,3.26,1296.02
Kepler-751 b,6.62,760.43
Kepler-752 b,8.3,1232.29
Kepler-753 b,4.31,274.767
Kepler-754 b,4.7,1770.27
Kepler-755 b,3.75,399.034
Kepler-755 c,2.13,399.034
Kepler-756 b,1.46,852
Kepler-757 b,2.42,1068.68
Kepler-758 b,6.71,1502.32
Kepler-758 c,3.5,1502.32
Kepler-758 d,5.14,1502.32
Kepler-758 e,2.96,1502.32
Kepler-759 b,5.77,1073.48
Kepler-76 b,638.8383,822.96
Kepler-760 b,9.59,792.336
Kepler-760 c,2.79,792.336
Kepler-761 b,4.78,830.707
Kepler-763 b,1.98,962.459
Kepler-764 b,3.33,1047.84
Kepler-765 b,6.48,1076.28
Kepler-766 b,11.4,2297.62
Kepler-767 b,35.7,2251.03
Kepler-768 b,3.86,784.56
Kepler-769 b,8.85,1169.57
Kepler-769 c,3.86,1169.57
Kepler-77 b,136.661,639.411
Kepler-770 b,5.9,930.457
Kepler-770 c,1.87,930.457
Kepler-770 d,2.54,930.457
Kepler-771 b,3.97,1393.85
Kepler-772 b,3.97,1130.21
Kepler-773 b,2.63,547.026
Kepler-774 b,10.2,917.804
Kepler-775 b,1.81,398.676
Kepler-776 b,2.18,727.904
Kepler-777 b,2.76,443.106
Kepler-778 b,3.46,938.168
Kepler-779 b,0.721,283.155
Kepler-78 b,1.96716,124.376
Kepler-780 b,0.64,557.652
Kepler-781 b,8.7,1064.47
Kepler-782 b,10.4,446.844
Kepler-783 b,0.399,516.09
Kepler-783 c,6.04,516.09
Kepler-784 b,3.12,1303.72
Kepler-786 b,6.48,485.318
Kepler-787 b,2.18,503.568
Kepler-788 b,7.04,1775.8
Kepler-789 b,5.14,1480.16
Kepler-79 b,10.9,1020.72
Kepler-79 c,5.9,1020.72
Kepler-79 d,6,1020.72
Kepler-79 e,4.1,1020.72
Kepler-790 b,5.39,703.168
Kepler-791 b,9.53,1266.34
Kepler-792 b,4.5,1425.47
Kepler-793 b,2.45,985.699
Kepler-794 b,5.1,931.192
Kepler-795 b,3.46,492.122
Kepler-796 b,2.24,817.584
Kepler-797 b,5.35,1315.26
Kepler-798 b,6.3,972.274
Kepler-799 b,37.9,1509.084
Kepler-799 c,8.15,1509.084
Kepler-8 b,187.5197,1021.87
Kepler-80 b,6.93,369.451
Kepler-80 c,6.74,369.451
Kepler-80 d,6.75,369.451
Kepler-80 e,4.13,369.451
Kepler-80 f,1.92,369.451
Kepler-80 g,1.51,369.451
Kepler-800 b,8.5,1019.26
Kepler-801 b,4.66,440.426
Kepler-802 b,12.3,780.585
Kepler-803 b,13.8,639.771
Kepler-804 b,4.42,649.65
Kepler-804 c,1.55,649.65
Kepler-805 b,8.7,638.49
Kepler-806 b,1.55,361.896
Kepler-807 b,76.8,1492.95
Kepler-808 b,2.73,321
Kepler-809 b,9.32,961.405
Kepler-81 b,17.2,348.291
Kepler-81 c,4.3,348.291
Kepler-81 d,1.92,348.291
Kepler-810 b,4.38,1458.59
Kepler-811 b,7.75,985.041
Kepler-812 b,12.3,1482.74
Kepler-813 b,5.22,840
Kepler-814 b,5.14,2055.77
Kepler-815 b,15.8,1259.28
Kepler-816 b,74.5,983.697
Kepler-817 b,60.2,1484.46
Kepler-818 b,22.9,925.037
Kepler-819 b,8.05,664.306
Kepler-82 b,12.15,904.326
Kepler-82 c,13.9,904.326
Kepler-82 d,3.78,904.326
Kepler-82 e,6.66,904.326
Kepler-82 f,20.9,904.326
Kepler-820 b,30.8,1387.2
Kepler-821 b,2.27,614.571
Kepler-822 b,3.78,860.391
Kepler-823 b,3.09,1389.27
Kepler-824 b,4.16,1201.4
Kepler-825 b,2.96,807.85
Kepler-825 c,4.04,807.85
Kepler-826 b,2.1,779.596
Kepler-827 b,27,2046.68
Kepler-828 b,2.89,575.322
Kepler-829 b,5.1,1073.76
Kepler-83 b,42.1,400.409
Kepler-83 c,11.4,400.409
Kepler-83 d,24.6,400.409
Kepler-830 b,3.53,1122
Kepler-831 b,2.15,593.54
Kepler-832 b,4.9,1688.12
Kepler-833 b,4.74,467.37
Kepler-834 b,4.74,633.937
Kepler-835 b,8.2,2406.33
Kepler-836 b,7.9,980.035
Kepler-837 b,7.08,901.907
Kepler-838 b,7.9,1104.04
Kepler-839 b,7.13,944.561
Kepler-84 b,40,1023.9
Kepler-84 c,20.2,1023.9
Kepler-84 d,2.48,1023.9
Kepler-84 e,7.27,1023.9
Kepler-84 f,5.48,1023.9
Kepler-841 b,23.8,998.961
Kepler-842 b,3.19,532.726
Kepler-843 b,7.22,1165.66
Kepler-844 b,3.46,431.776
Kepler-845 b,4.82,431.051
Kepler-846 b,6.71,1127.12
Kepler-847 b,1.76,513.103
Kepler-848 b,3.53,1378.47
Kepler-849 b,40.4,822.134
Kepler-85 b,4.54,765.025
Kepler-85 c,20.9,765.025
Kepler-85 d,1.87,765.025
Kepler-85 e,0.6,765.025
Kepler-850 b,3.82,1661.28
Kepler-851 b,3.46,839.255
Kepler-852 b,6.99,1619.03
Kepler-853 b,3.5,568.676
Kepler-855 b,52.7,1506.58
Kepler-856 b,63.3,1351.17
Kepler-857 b,37.2,983.502
Kepler-858 b,21.1,298.532
Kepler-859 b,9.75,839.903
Kepler-860 b,10.6,1056.36
Kepler-861 b,5.82,850.327
Kepler-862 b,5.52,1039.03
Kepler-863 b,8.75,1499.66
Kepler-864 b,6.35,2022.9
Kepler-865 b,6.76,586.137
Kepler-866 b,3.29,646.667
Kepler-867 b,19.4,1195.54
Kepler-868 b,4.86,1593.13
Kepler-869 b,12.7,939.455
Kepler-87 b,324.2,1232.9
Kepler-87 c,6.4,1232.9
Kepler-870 b,8.15,1259.46
Kepler-871 b,13.5,1976.05
Kepler-872 b,4.62,879.683
Kepler-873 b,13.5,1182.22
Kepler-874 b,14.7,1082.16
Kepler-875 b,8.75,1242.62
Kepler-876 b,2.63,820.913
Kepler-877 b,5.14,602.176
Kepler-878 b,4.38,791.625
Kepler-879 b,7.13,802.672
Kepler-88 d,965.147,376.863
Kepler-880 b,7.56,601.324
Kepler-881 b,3.82,1375.18
Kepler-882 b,2.04,504.605
Kepler-883 b,3.82,627.455
Kepler-884 b,2.04,476.733
Kepler-885 b,6.8,651.318
Kepler-886 b,2.92,711.297
Kepler-887 b,4.04,886.588
Kepler-887 c,1.51,886.588
Kepler-888 b,3.75,420.817
Kepler-889 b,1.32,598.313
Kepler-890 b,58.6,1712.12
Kepler-891 b,33.6,2340.58
Kepler-892 b,8.3,570.727
Kepler-893 b,9.43,1285.59
Kepler-894 b,8.15,1162.91
Kepler-895 b,2.99,540.134
Kepler-896 b,6.94,2334.93
Kepler-897 b,6.3,1519.25
Kepler-898 b,2.83,484.891
Kepler-899 b,7.65,1246.43
Kepler-9 b,43.4,628.257
Kepler-9 c,29.9,628.257
Kepler-9 d,3.33,628.257
Kepler-90 i,2.3,848.254
Kepler-900 b,4.98,487.525
Kepler-901 b,2.45,253.867
Kepler-902 b,6.99,1165.34
Kepler-903 b,4.7,1369.24
Kepler-903 c,6.94,1369.24
Kepler-904 b,3.78,978.125
Kepler-905 b,2.57,529.268
Kepler-906 b,5.1,757.791
Kepler-907 b,1.87,352
Kepler-908 b,1.98,290.843
Kepler-909 b,2.76,309.596
Kepler-91 b,257.4423,1294.69
Kepler-910 b,0.477,400.289
Kepler-911 b,7.27,556.168
Kepler-912 b,8.25,2004.72
Kepler-913 b,4.9,991.618
Kepler-913 c,14.2,991.618
Kepler-914 b,2.48,753.723
Kepler-915 b,2.86,849.036
Kepler-916 b,3.75,830.712
Kepler-917 b,4.31,3460.51
Kepler-918 b,3.68,1025.03
Kepler-919 b,5.69,1119.87
Kepler-92 b,64.3,477.992
Kepler-92 c,6.1,477.992
Kepler-92 d,4.93,477.992
Kepler-920 b,6.44,1001.68
Kepler-920 c,13.8,1001.68
Kepler-921 b,8.6,934.49
Kepler-922 b,2.6,536.323
Kepler-923 b,2.48,1000.28
Kepler-924 b,9.64,1053.04
Kepler-925 b,6.08,611.115
Kepler-926 b,5.95,921.361
Kepler-927 b,3.61,831.685
Kepler-928 b,3.15,508.809
Kepler-929 b,1.41,1311.23
Kepler-93 b,4.54426,95.9115
Kepler-93 c,954,95.9115
Kepler-930 b,5.18,848.396
Kepler-931 b,2.33,490
Kepler-932 b,2.45,465.612
Kepler-933 b,6.62,1017.2
Kepler-934 b,5.02,608.738
Kepler-935 b,2.39,471.782
Kepler-936 b,2.7,823.399
Kepler-937 b,13.4,1571.46
Kepler-937 c,7.61,1571.46
Kepler-938 b,5.56,1182.05
Kepler-939 b,3.71,2093.62
Kepler-94 b,10.84,191.904
Kepler-94 c,3126,191.904
Kepler-940 b,11.1,1260.78
Kepler-941 b,9.69,1088.36
Kepler-942 b,5.18,216.354
Kepler-943 b,29.5,2300.53
Kepler-944 b,7.41,1349.43
Kepler-945 b,7.41,1651.25
Kepler-946 b,4.38,1137.29
Kepler-947 b,5.82,1730.78
Kepler-948 b,4.08,868.017
Kepler-949 b,8.8,486.105
Kepler-95 b,13,445.656
Kepler-950 b,59.6,2161.6
Kepler-951 b,26.7,382.509
Kepler-952 b,45.4,1304.25
Kepler-953 b,16.5,258.893
Kepler-953 c,1.81,258.893
Kepler-954 b,5.99,215.814
Kepler-955 b,9.96,550.383
Kepler-956 b,9.27,544.939
Kepler-957 b,25.9,824.688
Kepler-958 b,4.9,449.773
Kepler-959 b,17.6,807.729
Kepler-96 b,8.46,122.881
Kepler-960 b,5.86,284.916
Kepler-961 b,7.04,574.314
Kepler-962 b,4.54,411.486
Kepler-963 b,7.56,771.494
Kepler-964 b,5.14,454.626
Kepler-965 b,11.4,582.828
Kepler-966 b,16,1027.8
Kepler-967 b,6.12,568.546
Kepler-967 c,12.9,568.546
Kepler-968 b,4.66,290.324
Kepler-968 c,3.5,290.324
Kepler-969 b,4.94,390.354
Kepler-969 c,0.937,390.354
Kepler-97 b,3.51,400.907
Kepler-97 c,344,400.907
Kepler-970 b,7.31,331.545
Kepler-971 b,5.18,338.522
Kepler-972 b,19.5,1198.03
Kepler-973 b,4.5,328.52
Kepler-974 b,3.09,134.311
Kepler-975 b,2.79,426.088
Kepler-976 b,14.9,1012.41
Kepler-977 b,7.37,568.751
Kepler-978 b,9.22,682.522
Kepler-979 b,7.85,576.503
Kepler-98 b,3.55,350.315
Kepler-980 b,7.61,961.468
Kepler-981 b,5.95,878.082
Kepler-982 b,5.69,801.479
Kepler-983 b,6.17,714.437
Kepler-984 b,5.14,460.188
Kepler-985 b,9.17,679.361
Kepler-986 b,6.17,548.364
Kepler-987 b,10.7,914.126
Kepler-988 b,4.94,304.889
Kepler-989 b,5.52,491.978
Kepler-99 b,6.15,208.369
Kepler-990 b,7.27,802.163
Kepler-990 c,2.96,802.163
Kepler-991 b,6.99,389.561
Kepler-992 b,3.26,259.639
Kepler-993 b,9.11,324.423
Kepler-994 b,3.19,188.158
Kepler-995 b,7.75,609.638
Kepler-996 b,4.58,1216.58
Kepler-997 b,2.42,467.568
Kepler-998 b,5.99,986.364
Kepler-999 b,6.08,545.063
L 168-9 b,4.6,25.1496
L 363-38 b,4.67,10.2295
L 98-59 b,0.4,10.6194
L 98-59 c,2.22,10.6194
L 98-59 d,1.94,10.6194
L 98-59 e,3.06,10.6194
LHS 1140 b,6.38,14.9861
LHS 1140 c,1.76,14.9861
LHS 1478 b,2.33,18.2276
LHS 1678 b,0.35,19.8782
LHS 1678 c,1.4,19.8782
LHS 1815 b,8.7,29.8424
LHS 3844 b,2.25,14.8846
LP 714-47 b,30.8,52.616
LP 791-18 b,1.46,26.4927
LP 791-18 c,5.95,26.4927
LP 890-9 b,13.2,32.4298
LP 890-9 c,25.3,32.4298
LSPM J2116+0234 b,13.3,17.6297
LTT 1445 A b,2.87,6.86929
LTT 1445 A c,1.54,6.86929
LTT 3780 b,2.62,21.9814
LTT 3780 c,8.6,21.9814
LTT 9779 b,29.32,80.4373
Lupus-TR-3 b,257.431,773.409
MASCARA-1 b,1175.971,182.273
MASCARA-4 b,985.273,170.696
MOA-2007-BLG-192L b,3.3,1000
MOA-2007-BLG-400L b,540.30829,6890
MOA-2008-BLG-310L b,23.4,7700
MOA-2008-BLG-379L b,1300,3300
MOA-2009-BLG-266L b,10.4,3040
MOA-2009-BLG-319L b,67.3,7050
MOA-2009-BLG-387L b,830,5690
MOA-2010-BLG-073L b,3500,2800
MOA-2010-BLG-117L b,170,3500
MOA-2010-BLG-328L b,9.2,810
MOA-2010-BLG-353L b,86,6430
MOA-2010-BLG-477L b,480,2300
MOA-2011-BLG-028L b,30,7380
MOA-2011-BLG-262L b,17,7200
MOA-2011-BLG-291L b,18,4400
MOA-2011-BLG-293L b,1500,7720
MOA-2011-BLG-322L b,3690,7560
MOA-2012-BLG-006L b,2700,5300
MOA-2012-BLG-505L b,6.7,7210
MOA-2013-BLG-220L b,871,6720
MOA-2013-BLG-605L b,3.24,850
MOA-2015-BLG-337L b,33.7,7100
MOA-2016-BLG-227L b,890,6500
MOA-2016-BLG-319L b,200,6800
MOA-2019-BLG-008L b,5720.91133,2700
MOA-2020-BLG-135L b,11.3,7900
MOA-bin-1L b,1200,5100
MOA-bin-29 b,190,7120
NGC 2682 Sand 364 b,2126.2827,817.192
NGC 2682 Sand 978 b,692.8694,821.918
NGC 2682 YBP 1194 b,101.7056,872.92
NGC 2682 YBP 1514 b,127.132,914.221
NGC 2682 YBP 401 b,146.2018,830.822
NGTS-1 b,258.07796,218.121
NGTS-10 b,687.14846,324.6986504
NGTS-11 b,109.33352,190.422
NGTS-12 b,66.10864,446.442
NGTS-13 b,1538.2972,647.595
NGTS-14 A b,29.24036,322.148
NGTS-15 b,238.68913,786.485
NGTS-16 b,211.99155,898.168
NGTS-17 b,242.8209,1040.28
NGTS-18 b,129.99182,1096.19
NGTS-2 b,235.1942,356.391
NGTS-20 b,947.12865,382.898
NGTS-21 b,750.07504,592.891
NGTS-23 b,194.82881,1074.95
NGTS-24 b,165.27077,683.062
NGTS-25 b,203.09235,521.233
NGTS-3 A b,756.4354,743.972
NGTS-4 b,20.6,280.555
NGTS-5 b,72.78307,306.779
NGTS-6 b,425.57437,308.262
NGTS-8 b,295.5819,428.976
NGTS-9 b,921.707,609.128
NN Ser c,2329.6,515.818
NN Ser d,731,515.818
NSVS 14256825 b,4497.2945,820.877
NY Vir b,730.978,544.024
NY Vir c,1760.7782,544.024
OGLE-2003-BLG-235L b,830,5800
OGLE-2005-BLG-071L b,1200,3200
OGLE-2005-BLG-169L b,14.1,4100
OGLE-2005-BLG-390L b,5.5,6600
OGLE-2006-BLG-109L b,231,1510
OGLE-2006-BLG-109L c,86,1510
OGLE-2006-BLG-284L A b,144,4000
OGLE-2007-BLG-349L AB c,80,2760
OGLE-2007-BLG-368L b,20,5900
OGLE-2008-BLG-092L b,57,8100
OGLE-2008-BLG-355L b,1500,6800
OGLE-2011-BLG-0173L b,60,6100
OGLE-2011-BLG-0251L b,170,2570
OGLE-2011-BLG-0265L b,280,4380
OGLE-2012-BLG-0026L b,46.1,4019
OGLE-2012-BLG-0026L c,270,4019
OGLE-2012-BLG-0358L b,588,1760
OGLE-2012-BLG-0406L b,868,4970
OGLE-2012-BLG-0563L b,120,1300
OGLE-2012-BLG-0724L b,150,6700
OGLE-2012-BLG-0838L b,53.1,6320
OGLE-2012-BLG-0950L b,35,2600
OGLE-2013-BLG-0102L b,4100,3040
OGLE-2013-BLG-0132L b,92,3900
OGLE-2013-BLG-0341L B b,1.66,911
OGLE-2013-BLG-0911L b,3020,3220
OGLE-2013-BLG-1721L b,200,6300
OGLE-2013-BLG-1761L b,860,6900
OGLE-2014-BLG-0124L b,160,4100
OGLE-2014-BLG-0319L b,181.16219,7730
OGLE-2014-BLG-0676L b,1169.60854,2670
OGLE-2014-BLG-1722L b,55.3,6400
OGLE-2014-BLG-1722L c,83.7,6400
OGLE-2014-BLG-1760L b,180,6860
OGLE-2015-BLG-0051L b,230,8200
OGLE-2015-BLG-0954L b,1100,1200
OGLE-2015-BLG-0966L b,21,3300
OGLE-2015-BLG-1649L b,807,4230
OGLE-2015-BLG-1670L b,17.9,6700
OGLE-2015-BLG-1771L b,138,7070
OGLE-2016-BLG-0263L b,1300,6500
OGLE-2016-BLG-0613L AB b,1330,3410
OGLE-2016-BLG-1067L b,140,3730
OGLE-2016-BLG-1093 b,225.65817,8120
OGLE-2016-BLG-1190L b,4253,6770
OGLE-2016-BLG-1195L b,1.43,3910
OGLE-2017-BLG-0173L b,3.269,4705
OGLE-2017-BLG-0373L b,127,5915
OGLE-2017-BLG-0406L b,130,5200
OGLE-2017-BLG-0482L b,9,5800
OGLE-2017-BLG-0604L b,160,3950
OGLE-2017-BLG-1049L b,1760,5670
OGLE-2017-BLG-1099L b,959.84179,7250
OGLE-2017-BLG-1375L b,3585,3930
OGLE-2017-BLG-1434L b,4.43,860
OGLE-2017-BLG-1522L b,240,7490
OGLE-2017-BLG-1691L b,14.62011,7290
OGLE-2017-BLG-1806L b,5.27,6400
OGLE-2018-BLG-0383L b,6.4,7700
OGLE-2018-BLG-0506L b,16.3,5600
OGLE-2018-BLG-0516L b,20.1,7000
OGLE-2018-BLG-0532L b,6.228,773
OGLE-2018-BLG-0567L b,101.70509,7060
OGLE-2018-BLG-0596L b,13.93,5650
OGLE-2018-BLG-0677L b,3.96,7580
OGLE-2018-BLG-0740L b,1500,3200
OGLE-2018-BLG-0799L b,82.63539,4050
OGLE-2018-BLG-0962L b,425.89007,6500
OGLE-2018-BLG-0977L b,6.4,6500
OGLE-2018-BLG-1011L b,570,7100
OGLE-2018-BLG-1011L c,890,7100
OGLE-2018-BLG-1185L b,8.4,7400
OGLE-2018-BLG-1269L b,210,2510
OGLE-2018-BLG-1428L b,240,6220
OGLE-2018-BLG-1700L b,1400,7600
OGLE-2019-BLG-0299L b,1976.89269,5830
OGLE-2019-BLG-0304L b,162.09249,6980
OGLE-2019-BLG-0362L b,1036.12061,5830
OGLE-2019-BLG-0468L b,1090.15144,4400
OGLE-2019-BLG-0468L c,3248.20632,4400
OGLE-2019-BLG-0954L b,4513.16338,3630
OGLE-2019-BLG-0960L b,2.5,980
OGLE-2019-BLG-1053L b,2.48,6800
OGLE-2019-BLG-1470L AB c,699.2225,5900
OGLE-2019-BLG-1492L b,37.1,5600
OGLE-TR-10 b,197.046,1344.97
OGLE-TR-111 b,174.799,1068.33
OGLE-TR-113 b,400.449,566.459
OGLE-TR-132 b,375.02,2012.62
OGLE-TR-182 b,320.995,2501.75
OGLE-TR-211 b,327.351,1515.26
OGLE-TR-56 b,441.77,282.8391387
OGLE2-TR-L9 b,1430.175,1627.63
Oph 11 b,4449.62,136.165592
PDS 70 b,953.49,113.064
PDS 70 c,635.66,113.064
PH1 b,169,1033.16
PH2 b,25426.4,343.863
POTS-1 b,734.16,747.959
PSR B0329+54 b,1.97,504.9331206
PSR B1257+12 b,0.02,600
PSR B1257+12 c,4.3,600
PSR B1257+12 d,3.9,600
PSR J1719-1438 b,382.8,1200
PSR J2322-2650 b,252.64307,230
Pr0201 b,171.6282,180.64
Pr0211 b,597.5204,182.714
Pr0211 c,2475.8957,182.714
Proxima Cen b,1.07,1.30119
Qatar-1 b,411.27202,185.615
Qatar-10 b,233.92288,559.068
Qatar-2 b,792.635,181.374
Qatar-3 b,1369.8473,735.601
Qatar-4 b,1938.763,329.036
Qatar-5 b,1373.0256,367.658
Qatar-6 b,212.31044,100.848
Qatar-7 b,597.5204,705.981
Qatar-8 b,117.91493,281.498
Qatar-9 b,378.2177,213.771
ROXs 12 b,5085,136.65
ROXs 42 B b,2860,143.59
RR Cae b,1334.886,21.1916
Ross 128 b,1.4,3.37454
Ross 458 c,1906.98,11.5094
Ross 508 b,4,11.2103
SR 12 AB c,4131.62,112.3172158
SWEEPS-11 b,3082.82,8500
SWEEPS-4 b,1207.7,8500
TAP 26 b,527.5978,121.402
TCP J05074264+2447555 b,20,505
TIC 172900988 b,942,250.956
TIC 237913194 b,617.22586,306.063
TIC 257060897 b,212.94503,505.703
TIC 279401253 b,1951.46642,285.584
TIC 279401253 c,2548.98382,285.584
TOI-1062 b,10.15,82.1733
TOI-1062 c,9.78,82.1733
TOI-1064 b,13.5,68.0726
TOI-1064 c,2.5,68.0726
TOI-1075 b,9.95,61.4592
TOI-1107 b,1064.72516,281.314
TOI-1130 b,12.9,58.2609
TOI-1130 c,309.56642,58.2609
TOI-1136 b,4.27,84.5362
TOI-1136 c,8.64,84.5362
TOI-1136 d,19.3,84.5362
TOI-1136 e,7.46,84.5362
TOI-1136 f,14.3,84.5362
TOI-1136 g,6.94,84.5362
